25.21,480,3.67,0.0012,0.0759,1.0226,26.2531,1.5518,1.0042

25.3,480,3.67,0.0012,0.0759,1.0226,26.2531,1.5518,1.0042

25.3,480,3.67,0.0012,0.0759,1.0226,26.2531,1.5518,1.0042

25.3,480,3.67,0.0018,0.0759,1.0226,26.2531,1.5518,1.0042

25.3,480,3.67,0.0018,0.0843,1.0226,26.2531,1.5518,1.0042

25.3,480,3.67,0.0018,0.0843,1.0217,26.2531,1.5518,1.0042

25.3,480,3.67,0.0018,0.0843,1.0217,2.9453,1.5518,1.0042

25.3,480,3.67,0.0018,0.0843,1.0217,2.9453,1.1356,1.0042

25.3,480,3.67,0.0018,0.0843,1.0217,2.9453,1.1356,1.0034

motor/temperature,motor/rpm,motor/current,motor/vibration/rmsX,motor/vibration/rmsY,motor/vibration/rmsZ,motor/vibration/crestX,motor/vibration/crestY,motor/vibration/crestZ
25.89,480,3.67,0.0085,0.0024,1.0251,1.3338,2.1591,1.0037

25.89,640,3.67,0.0085,0.0024,1.0251,1.3338,2.1591,1.0037

25.87,640,3.67,0.0085,0.0024,1.0251,1.3338,2.1591,1.0037

25.87,640,3.62,0.0085,0.0024,1.0251,1.3338,2.1591,1.0037

25.87,640,3.62,0.0085,0.0024,1.0251,1.3338,2.1591,1.0037

25.87,640,3.62,0.0085,0.0026,1.0251,1.3338,2.1591,1.0037

25.87,640,3.62,0.0085,0.0026,1.0252,1.3338,2.1591,1.0037

25.87,640,3.62,0.0085,0.0026,1.0252,1.3078,2.1591,1.0037

25.87,640,3.62,0.0085,0.0026,1.0252,1.3078,11.9327,1.0037

25.87,640,3.62,0.0085,0.0026,1.0252,1.3078,11.9327,1.0046

25.87,620,3.62,0.0085,0.0026,1.0252,1.3078,11.9327,1.0046

25.82,620,3.62,0.0085,0.0026,1.0252,1.3078,11.9327,1.0046

25.82,620,3.65,0.0085,0.0026,1.0252,1.3078,11.9327,1.0046

25.82,620,3.65,0.0086,0.0026,1.0252,1.3078,11.9327,1.0046

25.82,620,3.65,0.0086,0.003,1.0252,1.3078,11.9327,1.0046

25.82,620,3.65,0.0086,0.003,1.0252,1.3078,11.9327,1.0046

25.82,620,3.65,0.0086,0.003,1.0252,1.3088,11.9327,1.0046

25.82,620,3.65,0.0086,0.003,1.0252,1.3088,10.5146,1.0046

25.82,620,3.65,0.0086,0.003,1.0252,1.3088,10.5146,1.0349

25.82,580,3.65,0.0086,0.003,1.0252,1.3088,10.5146,1.0349

25.76,580,3.65,0.0086,0.003,1.0252,1.3088,10.5146,1.0349

25.76,580,3.66,0.0086,0.003,1.0252,1.3088,10.5146,1.0349

25.76,580,3.66,0.0086,0.003,1.0252,1.3088,10.5146,1.0349

25.76,580,3.66,0.0086,0.0027,1.0252,1.3088,10.5146,1.0349

25.76,580,3.66,0.0086,0.0027,1.0251,1.3088,10.5146,1.0349

25.76,580,3.66,0.0086,0.0027,1.0251,1.3345,10.5146,1.0349

25.76,580,3.66,0.0086,0.0027,1.0251,1.3345,11.5394,1.0349

25.76,580,3.66,0.0086,0.0027,1.0251,1.3345,11.5394,1.0349

25.76,600,3.66,0.0086,0.0027,1.0251,1.3345,11.5394,1.0349

25.68,600,3.66,0.0086,0.0027,1.0251,1.3345,11.5394,1.0349

25.68,600,3.67,0.0086,0.0027,1.0251,1.3345,11.5394,1.0349

25.68,600,3.67,0.0086,0.0027,1.0251,1.3345,11.5394,1.0349

25.68,600,3.67,0.0086,0.0025,1.0251,1.3345,11.5394,1.0349

25.68,600,3.67,0.0086,0.0025,1.0255,1.3345,11.5394,1.0349

25.68,600,3.67,0.0086,0.0025,1.0255,1.2789,11.5394,1.0349

25.68,600,3.67,0.0086,0.0025,1.0255,1.2789,12.5072,1.0349

25.68,600,3.67,0.0086,0.0025,1.0255,1.2789,12.5072,1.0349

25.68,600,3.67,0.0086,0.0025,1.0255,1.2789,12.5072,1.0349

25.6,600,3.67,0.0086,0.0025,1.0255,1.2789,12.5072,1.0349

25.6,600,3.67,0.0086,0.0025,1.0255,1.2789,12.5072,1.0349

25.6,600,3.67,0.0086,0.0025,1.0255,1.2789,12.5072,1.0349

25.6,600,3.67,0.0086,0.0024,1.0255,1.2789,12.5072,1.0349

25.6,600,3.67,0.0086,0.0024,1.0249,1.2789,12.5072,1.0349

25.6,600,3.67,0.0086,0.0024,1.0249,1.4914,12.5072,1.0349

25.6,600,3.67,0.0086,0.0024,1.0249,1.4914,12.8102,1.0349

25.6,600,3.67,0.0086,0.0024,1.0249,1.4914,12.8102,1.027

25.6,600,3.67,0.0086,0.0024,1.0249,1.4914,12.8102,1.027

25.53,600,3.67,0.0086,0.0024,1.0249,1.4914,12.8102,1.027

25.53,600,3.67,0.0086,0.0024,1.0249,1.4914,12.8102,1.027

25.53,600,3.67,0.0086,0.0024,1.0249,1.4914,12.8102,1.027

25.53,600,3.67,0.0086,0.0024,1.0249,1.4914,12.8102,1.027

25.53,600,3.67,0.0086,0.0024,1.0255,1.4914,12.8102,1.027

25.53,600,3.67,0.0086,0.0024,1.0255,1.2825,12.8102,1.027

25.53,600,3.67,0.0086,0.0024,1.0255,1.2825,12.8737,1.027

25.53,600,3.67,0.0086,0.0024,1.0255,1.2825,12.8737,1.0357

25.53,620,3.67,0.0086,0.0024,1.0255,1.2825,12.8737,1.0357

25.47,620,3.67,0.0086,0.0024,1.0255,1.2825,12.8737,1.0357

25.47,620,3.67,0.0086,0.0024,1.0255,1.2825,12.8737,1.0357

25.47,620,3.67,0.0085,0.0024,1.0255,1.2825,12.8737,1.0357

25.47,620,3.67,0.0085,0.0023,1.0255,1.2825,12.8737,1.0357

25.47,620,3.67,0.0085,0.0023,1.0251,1.2825,12.8737,1.0357

25.47,620,3.67,0.0085,0.0023,1.0251,1.3306,12.8737,1.0357

25.47,620,3.67,0.0085,0.0023,1.0251,1.3306,13.8196,1.0357

25.47,620,3.67,0.0085,0.0023,1.0251,1.3306,13.8196,1.0361

